_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,image_broken,image_broken:confidence,true_or_false,true_or_false:confidence,image_broken_gold,image_url1,image_url2,name_1,name_2,true_or_false_gold
613817606,false,finalized,8,11/30/14 5:17,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/apple_1.png,sweet onion,apple,
613817607,false,finalized,9,11/30/14 3:06,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_6.png,spanish onion,coke,
613817608,false,finalized,8,12/1/14 21:23,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/lime_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,lemon,root,
613817609,false,finalized,9,11/30/14 1:34,,1,false,0.8861,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_1.png,allium,seed,
613817610,false,finalized,10,11/30/14 2:56,,1,false,0.8973,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_2.png,root,allium,
613817611,false,finalized,8,11/30/14 0:39,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_1.png,portobello,peach,
613817612,false,finalized,8,11/30/14 4:33,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_6.png,bok choy,coke,
613817613,false,finalized,9,11/30/14 3:49,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/apple_5.png,vidalia onion,apple,
613817614,false,finalized,8,11/30/14 2:24,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_7.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,pear,stew tomato,
613817615,false,finalized,8,11/30/14 0:35,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_3.png,bok choy,onion,
613817616,false,finalized,9,11/30/14 5:45,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_7.png,root vegetable,garden tomato,
613817617,false,finalized,10,11/30/14 2:47,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_7.png,stew tomato,chinese apple,
613817618,false,finalized,9,11/30/14 2:26,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_6.png,mushroom,skins,
613817619,false,finalized,8,11/30/14 5:40,,1,false,0.8755,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,root,vidalia onion,
613817620,false,finalized,8,11/30/14 6:31,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,potato,plum tomato,
613817621,false,finalized,8,11/30/14 3:52,,1,false,0.7423,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,sweet onion,root vegetable,
613817622,false,finalized,8,11/30/14 6:31,,1,false,0.8737,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_2.png,vidalia onion,tuber,
613817623,false,finalized,8,11/30/14 5:40,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_2.png,sustenance,allium,
613817624,false,finalized,9,11/30/14 0:30,,1,false,0.8932,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_7.png,bell pepper,garden tomato,
613817625,false,finalized,8,11/30/14 5:44,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_1.png,bok choy,mushroom,
613817626,false,finalized,9,11/30/14 6:56,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_4.png,pear,sweet pepper,
613817627,false,finalized,9,11/30/14 3:02,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/lemon_4.png,root vegetable,fruit,
613817628,false,finalized,9,11/30/14 3:47,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_4.png,spice,potato,
613817629,false,finalized,8,11/30/14 14:02,,1,false,0.7507,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_3.png,allium,food,
613817630,false,finalized,9,11/30/14 0:58,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_4.png,herb,bosc pear,
613817631,false,finalized,8,11/30/14 3:59,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_1.png,sweet pepper,mushroom,
613817632,false,finalized,9,11/30/14 0:50,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_1.png,plum tomato,lettuce,
613817633,false,finalized,9,11/30/14 2:49,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/lime_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,lime,vidalia onion,
613817634,false,finalized,9,11/30/14 10:47,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,mushroom,root vegetable,
613817635,false,finalized,9,11/30/14 10:43,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_1.png,stew tomato,fungus,
613817636,false,finalized,9,11/30/14 5:44,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,lettuce,italian tomato,
613817637,false,finalized,8,12/1/14 21:21,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/apple_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/lemon_6.png,granny smith,lemon,
613817638,false,finalized,9,11/30/14 1:29,,1,false,0.6621,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,tuber,root vegetable,
613817639,false,finalized,8,11/30/14 2:00,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_5.png,garlic,onion,
613817640,false,finalized,8,11/30/14 2:48,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/lime_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_1.png,citrus fruit,nectarine,
613817641,false,finalized,9,11/30/14 1:03,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_3.png,garlic,cabbage,
613817642,false,finalized,8,11/30/14 3:10,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_5.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_3.png,spice,okara,
613817643,false,finalized,8,11/30/14 0:40,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_2.png,roma tomato,fungus,
613817644,false,finalized,10,11/30/14 2:54,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_3.png,lettuce,lemon bulb,
613817645,false,finalized,8,11/30/14 3:10,,1,false,0.8728,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_1.png,seed,snacks,
613817646,false,finalized,9,11/30/14 1:11,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_1.png,cabbage,seed,
613817647,false,finalized,9,11/30/14 2:09,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_3.png,sweet onion,tomato,
613817648,false,finalized,10,11/30/14 0:44,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_7.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_2.png,chinese apple,leafs,
613817649,false,finalized,9,11/30/14 1:43,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_2.png,italian tomato,gala apple,
613817650,false,finalized,8,11/30/14 17:29,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_4.png,root vegetable,bell pepper,
613817651,false,finalized,9,11/30/14 0:39,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_1.png,root,herb,
613817652,false,finalized,11,11/30/14 0:30,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/apple_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_5.png,jonathan apple,shallots,
613817653,false,finalized,12,11/30/14 1:58,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/banana_2.png,portobello,banana,
613817654,false,finalized,10,11/30/14 3:28,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_7.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/apple_3.png,herb,jonathan apple,
613817655,false,finalized,9,11/30/14 5:44,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_3.png,greens,cabbage,
613817656,false,finalized,10,11/30/14 2:51,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,cabbage,stew tomato,
613817657,false,finalized,9,11/30/14 14:21,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_4.png,sweet onion,pear,
613817658,false,finalized,8,11/30/14 11:40,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_3.png,skins,pepper,
613817659,false,finalized,10,11/30/14 0:53,,1,false,0.9039,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/banana_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_6.png,banana,skins,
613817660,false,finalized,10,11/30/14 1:08,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_5.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_3.png,potato,cabbage,
613817661,false,finalized,12,11/30/14 2:13,,1,false,0.9169,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_8.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_5.png,apple,bulb,
613817662,false,finalized,8,11/30/14 2:48,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,gala apple,vidalia onion,
613817663,false,finalized,8,11/30/14 2:00,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_2.png,sustenance,leafs,
613817664,false,finalized,8,11/30/14 11:56,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_5.png,pear,sandwhich,
613817665,false,finalized,8,12/1/14 21:21,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_4.png,mushroom,tuber,
613817666,false,finalized,10,11/30/14 3:21,,1,true,0.6119,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_4.png,sustenance,food,
613817667,false,finalized,8,11/30/14 7:01,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_1.png,pear,roma tomato,
613817668,false,finalized,9,11/30/14 0:46,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_5.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,sandwhich,vidalia onion,
613817669,false,finalized,8,11/30/14 0:39,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_4.png,tuber,sweet pepper,
613817670,false,finalized,9,11/30/14 1:20,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_5.png,clove,shallots,
613817671,false,finalized,9,11/30/14 1:47,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_6.png,tuber,onion,
613817672,false,finalized,8,11/30/14 0:21,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_4.png,peach,onion,
613817673,false,finalized,8,11/30/14 10:49,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/orange_3.png,snacks,orange,
613817674,false,finalized,8,11/30/14 5:48,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_6.png,snacks,spanish onion,
613817675,false,finalized,10,11/30/14 3:26,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_7.png,fungus,fruit,
613817676,false,finalized,10,11/30/14 0:31,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/lemon_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_2.png,lemon,fungus,
613817677,false,finalized,8,11/30/14 0:35,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_7.png,tuber,asian pear,
613817678,false,finalized,8,12/1/14 21:27,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_2.png,bell pepper,mushroom,
613817679,false,finalized,8,12/1/14 21:48,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_8.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_1.png,apple,nectarine,
613817680,false,finalized,8,11/30/14 0:31,,1,false,0.8734,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_1.png,spice,snacks,
613817681,false,finalized,8,11/30/14 4:40,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/apple_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_2.png,jonathan apple,leafs,
613817682,false,finalized,8,11/30/14 5:46,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/banana_3.png,seed,banana,
613817683,false,finalized,8,11/30/14 1:42,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_5.png,cabbage,spice,
613817684,false,finalized,9,11/30/14 1:12,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_5.png,cabbage,shallots,
613817685,false,finalized,11,11/30/14 2:03,,1,false,0.9101,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/orange_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_2.png,grapefruit,fungus,
613817686,false,finalized,8,11/30/14 4:03,,1,true,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_6.png,nectarine,produce,
613817687,false,finalized,8,11/30/14 4:41,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/apple_3.png,coke,jonathan apple,
613817688,false,finalized,8,11/30/14 4:00,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/onion_6.png,lettuce,spanish onion,
613817689,false,finalized,10,11/30/14 3:04,,1,false,0.8122,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_5.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_5.png,produce,potato,
613817690,false,finalized,9,11/30/14 3:23,,1,true,0.5685,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_5.png,tuber,food,
613817691,false,finalized,10,11/30/14 0:44,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_6.png,clove,bell pepper,
613817692,false,finalized,8,11/30/14 7:00,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/orange_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,grapefruit,plum tomato,
613817693,false,finalized,8,11/30/14 5:50,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/orange_2.png,mushroom,grapefruit,
613817694,false,finalized,12,11/30/14 0:29,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_2.png,vegetable,lettuce,
613817695,false,finalized,9,11/30/14 4:34,,1,false,0.7836,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/bell_pepper_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/orange_1.png,produce,orange,
613817696,false,finalized,9,11/30/14 13:01,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/peach_3.png,fungus,nectarine,
613817697,false,finalized,8,11/30/14 5:16,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_1.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,garlic,plum tomato,
613817698,false,finalized,8,11/30/14 7:22,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_7.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/potato_6.png,asian pear,coke,
613817699,false,finalized,8,11/30/14 11:33,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/garlic_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/lime_1.png,onion,lime,
613817700,false,finalized,8,11/30/14 2:07,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/pear_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/orange_2.png,bosc pear,grapefruit,
613817701,false,finalized,8,11/30/14 0:33,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/lemon_6.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_2.png,lemon,leafs,
613817702,false,finalized,8,12/2/14 4:43,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_3.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/orange_1.png,fungus,orange,
613817703,false,finalized,8,11/30/14 9:02,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/tomato_2.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_4.png,stew tomato,bok choy,
613817704,false,finalized,8,11/30/14 9:02,,1,false,1,,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/greens_4.png,http://homes.cs.washington.edu/~sunyuyin/crowdflowerdata/mushroom_3.png,bok choy,lemon bulb,
