_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,true_or_false,true_or_false:confidence,concept_1,concept_2,true_or_false_gold
691912165,false,finalized,8,3/19/15 4:05,false,1,airbus a380, actor,
691912166,false,finalized,8,3/19/15 9:05,true,1,airbus a380, aircraft,
691912167,false,finalized,8,3/19/15 5:09,false,1,airbus a380, artist,
691912168,false,finalized,8,3/19/15 5:58,false,1,airbus a380, author,
691912169,false,finalized,8,3/19/15 8:25,false,1,airbus a380, basketball player,
691912170,false,finalized,8,3/19/15 9:55,false,1,airbus a380, boat,
691912171,false,finalized,8,3/19/15 8:04,false,1,airbus a380, book,
691912172,false,finalized,8,3/19/15 4:27,false,1,airbus a380, car,
691912173,false,finalized,8,3/19/15 4:54,false,1,airbus a380, city,
691912174,false,finalized,8,3/19/15 4:14,false,1,airbus a380, country,
691912175,false,finalized,8,3/19/15 8:15,false,0.8744,airbus a380, creative work,
691912176,false,finalized,8,3/19/15 4:14,false,1,airbus a380, director,
691912177,false,finalized,8,3/19/15 4:32,false,1,airbus a380, disease,
691912178,false,finalized,8,3/19/15 5:05,false,1,airbus a380, film,
691912179,false,finalized,8,3/19/15 8:06,false,1,airbus a380, football player,
691912180,false,finalized,8,3/19/15 4:11,false,1,airbus a380, island,
691912181,false,finalized,8,3/19/15 9:25,false,1,airbus a380, location,
691912182,false,finalized,8,3/19/15 4:14,false,1,airbus a380, magazine,
691912183,false,finalized,8,3/19/15 4:32,false,1,airbus a380, military person,
691912184,false,finalized,8,3/19/15 4:35,false,1,airbus a380, monarch,
691912185,false,finalized,8,3/20/15 22:05,false,1,airbus a380, musician,
691912186,false,finalized,8,3/19/15 10:34,false,1,airbus a380, newspaper,
691912187,false,finalized,8,3/19/15 4:36,false,1,airbus a380, organization founder,
691912188,false,finalized,8,3/19/15 4:54,false,1,airbus a380, person,
691912189,false,finalized,8,3/19/15 5:38,false,1,airbus a380, planet,
691912190,false,finalized,8,3/19/15 12:24,false,1,airbus a380, politician,
691912191,false,finalized,8,3/19/15 9:15,false,1,airbus a380, pro athlete,
691912192,false,finalized,8,3/19/15 4:59,false,1,airbus a380, religion,
691912193,false,finalized,8,3/19/15 4:21,false,1,airbus a380, religious leader,
691912194,false,finalized,8,3/19/15 4:30,false,1,airbus a380, river,
691912195,false,finalized,8,3/19/15 4:07,false,1,airbus a380, truck,
691912196,false,finalized,8,3/19/15 8:42,false,1,airbus a380, tv program,
691912197,false,finalized,8,3/19/15 10:06,false,0.6253,airbus a380, vehicle,
691912198,false,finalized,8,3/19/15 10:30,false,1,antarctica, actor,
691912199,false,finalized,8,3/19/15 9:28,false,1,antarctica, aircraft,
691912200,false,finalized,8,3/19/15 11:19,false,1,antarctica, artist,
691912201,false,finalized,8,3/19/15 4:32,false,1,antarctica, author,
691912202,false,finalized,8,3/19/15 11:04,false,1,antarctica, basketball player,
691912203,false,finalized,8,3/19/15 9:17,false,1,antarctica, boat,
691912204,false,finalized,8,3/19/15 10:28,false,1,antarctica, book,
691912205,false,finalized,8,3/19/15 8:30,false,1,antarctica, car,
691912206,false,finalized,8,3/19/15 6:25,false,1,antarctica, city,
691912207,false,finalized,8,3/19/15 4:41,false,0.8742,antarctica, country,
691912208,false,finalized,8,3/19/15 5:10,false,1,antarctica, creative work,
691912209,false,finalized,8,3/19/15 8:07,false,1,antarctica, director,
691912210,false,finalized,8,3/19/15 10:28,false,1,antarctica, disease,
691912211,false,finalized,8,3/19/15 11:10,false,1,antarctica, film,
691912212,false,finalized,8,3/19/15 5:20,false,1,antarctica, football player,
691912213,false,finalized,8,3/19/15 9:30,false,0.8744,antarctica, island,
691912214,true,golden,382,,true,1,antarctica, location,true
691912215,false,finalized,8,3/19/15 4:27,false,1,antarctica, magazine,
691912216,false,finalized,8,3/19/15 6:56,false,1,antarctica, military person,
691912217,false,finalized,8,3/19/15 10:09,false,1,antarctica, monarch,
691912218,false,finalized,8,3/19/15 6:05,false,1,antarctica, musician,
691912219,false,finalized,8,3/19/15 6:39,false,1,antarctica, newspaper,
691912220,false,finalized,8,3/19/15 4:56,false,1,antarctica, organization founder,
691912221,false,finalized,8,3/19/15 4:05,false,1,antarctica, person,
691912222,false,finalized,8,3/19/15 11:21,false,1,antarctica, planet,
691912223,false,finalized,8,3/19/15 10:06,false,0.8803,antarctica, politician,
691912224,false,finalized,8,3/19/15 4:14,false,1,antarctica, pro athlete,
691912225,false,finalized,8,3/19/15 4:08,false,1,antarctica, religion,
691912226,false,finalized,8,3/19/15 4:54,false,1,antarctica, religious leader,
691912227,false,finalized,8,3/19/15 3:48,false,1,antarctica, river,
691912228,false,finalized,8,3/19/15 5:57,false,1,antarctica, truck,
691912229,false,finalized,8,3/19/15 3:54,false,1,antarctica, tv program,
691912230,false,finalized,8,3/19/15 4:54,false,1,antarctica, vehicle,
691912231,false,finalized,8,3/19/15 4:08,false,1,b-2 bomber, actor,
691912232,false,finalized,8,3/19/15 10:14,true,0.7539,b-2 bomber, aircraft,
691912233,false,finalized,8,3/19/15 4:05,false,1,b-2 bomber, artist,
691912234,false,finalized,8,3/19/15 9:01,false,1,b-2 bomber, author,
691912235,false,finalized,8,3/19/15 6:01,false,1,b-2 bomber, basketball player,
691912236,false,finalized,8,3/19/15 4:54,false,1,b-2 bomber, boat,
691912237,false,finalized,8,3/19/15 4:30,false,1,b-2 bomber, book,
691912238,false,finalized,8,3/19/15 6:05,false,1,b-2 bomber, car,
691912239,false,finalized,8,3/19/15 6:56,false,1,b-2 bomber, city,
691912240,false,finalized,8,3/19/15 8:23,false,1,b-2 bomber, country,
691912241,false,finalized,8,3/19/15 4:14,false,1,b-2 bomber, creative work,
691912242,false,finalized,8,3/19/15 11:24,false,1,b-2 bomber, director,
691912243,false,finalized,8,3/19/15 6:46,false,1,b-2 bomber, disease,
691912244,false,finalized,8,3/19/15 4:12,false,1,b-2 bomber, film,
691912245,false,finalized,8,3/19/15 8:12,false,1,b-2 bomber, football player,
691912246,false,finalized,8,3/19/15 6:57,false,1,b-2 bomber, island,
691912247,false,finalized,8,3/19/15 4:22,false,1,b-2 bomber, location,
691912248,false,finalized,8,3/19/15 10:50,false,1,b-2 bomber, magazine,
691912249,false,finalized,8,3/19/15 10:06,false,1,b-2 bomber, military person,
691912250,false,finalized,8,3/19/15 4:49,false,1,b-2 bomber, monarch,
691912251,false,finalized,8,3/19/15 4:36,false,1,b-2 bomber, musician,
691912252,false,finalized,8,3/19/15 6:36,false,1,b-2 bomber, newspaper,
691912253,false,finalized,8,3/19/15 5:28,false,1,b-2 bomber, organization founder,
691912254,false,finalized,8,3/19/15 7:30,false,1,b-2 bomber, person,
691912255,false,finalized,8,3/19/15 3:54,false,1,b-2 bomber, planet,
691912256,false,finalized,8,3/19/15 4:32,false,1,b-2 bomber, politician,
691912257,false,finalized,8,3/19/15 5:10,false,1,b-2 bomber, pro athlete,
691912258,false,finalized,8,3/19/15 4:55,false,1,b-2 bomber, religion,
691912259,false,finalized,8,3/19/15 11:18,false,1,b-2 bomber, religious leader,
691912260,false,finalized,8,3/19/15 11:10,false,1,b-2 bomber, river,
691912261,false,finalized,8,3/19/15 5:30,false,1,b-2 bomber, truck,
691912262,false,finalized,8,3/19/15 7:42,false,1,b-2 bomber, tv program,
691912263,false,finalized,8,3/19/15 5:20,false,0.6241,b-2 bomber, vehicle,
691912264,false,finalized,8,3/19/15 11:17,false,1,beethoven, actor,
691912265,false,finalized,8,3/19/15 11:20,false,1,beethoven, aircraft,
691912266,false,finalized,8,3/21/15 0:51,true,0.6139,beethoven, artist,
691912267,false,finalized,8,3/19/15 11:33,false,1,beethoven, author,
691912268,false,finalized,8,3/19/15 10:43,false,1,beethoven, basketball player,
691912269,false,finalized,8,3/19/15 4:44,false,1,beethoven, boat,
691912270,false,finalized,8,3/19/15 8:54,false,1,beethoven, book,
691912271,false,finalized,8,3/19/15 6:57,false,1,beethoven, car,
691912272,false,finalized,8,3/19/15 6:05,false,1,beethoven, city,
691912273,false,finalized,8,3/19/15 9:08,false,1,beethoven, country,
691912274,false,finalized,8,3/19/15 6:05,false,1,beethoven, creative work,
691912275,false,finalized,8,3/19/15 9:28,false,1,beethoven, director,
691912276,false,finalized,8,3/19/15 6:05,false,1,beethoven, disease,
691912277,false,finalized,8,3/19/15 6:07,false,1,beethoven, film,
691912278,false,finalized,8,3/19/15 9:14,false,1,beethoven, football player,
691912279,false,finalized,8,3/19/15 4:04,false,1,beethoven, island,
691912280,false,finalized,8,3/19/15 11:08,false,1,beethoven, location,
691912281,false,finalized,8,3/19/15 9:52,false,1,beethoven, magazine,
691912282,false,finalized,8,3/19/15 9:15,false,1,beethoven, military person,
691912283,false,finalized,8,3/19/15 8:13,false,1,beethoven, monarch,
691912284,false,finalized,8,3/19/15 4:30,true,1,beethoven, musician,
691912285,false,finalized,8,3/19/15 8:41,false,1,beethoven, newspaper,
691912286,false,finalized,8,3/19/15 6:47,false,1,beethoven, organization founder,
691912287,false,finalized,8,3/19/15 5:56,true,1,beethoven, person,
691912288,false,finalized,8,3/19/15 5:17,false,1,beethoven, planet,
691912289,false,finalized,8,3/19/15 6:57,false,1,beethoven, politician,
691912290,false,finalized,8,3/19/15 6:05,false,1,beethoven, pro athlete,
691912291,false,finalized,8,3/19/15 4:51,false,1,beethoven, religion,
691912292,false,finalized,8,3/19/15 10:42,false,1,beethoven, religious leader,
691912293,false,finalized,8,3/19/15 8:32,false,1,beethoven, river,
691912294,false,finalized,8,3/19/15 10:43,false,1,beethoven, truck,
691912295,false,finalized,8,3/19/15 4:12,false,1,beethoven, tv program,
691912296,false,finalized,8,3/19/15 5:09,false,1,beethoven, vehicle,
691912297,false,finalized,8,3/19/15 4:07,false,1,beethoven's 9th symphony, actor,
691912298,false,finalized,8,3/19/15 4:40,false,1,beethoven's 9th symphony, aircraft,
691912299,false,finalized,8,3/19/15 4:36,false,1,beethoven's 9th symphony, artist,
691912300,false,finalized,8,3/19/15 11:13,false,1,beethoven's 9th symphony, author,
691912301,false,finalized,8,3/19/15 5:45,false,1,beethoven's 9th symphony, basketball player,
691912302,false,finalized,8,3/19/15 4:57,false,1,beethoven's 9th symphony, boat,
691912303,false,finalized,8,3/19/15 10:02,false,1,beethoven's 9th symphony, book,
691912304,false,finalized,8,3/19/15 4:50,false,1,beethoven's 9th symphony, car,
691912305,false,finalized,8,3/19/15 8:07,false,1,beethoven's 9th symphony, city,
691912306,false,finalized,8,3/19/15 8:13,false,1,beethoven's 9th symphony, country,
691912307,false,finalized,8,3/19/15 8:12,true,0.5,beethoven's 9th symphony, creative work,
691912308,false,finalized,8,3/19/15 9:15,false,1,beethoven's 9th symphony, director,
691912309,false,finalized,8,3/19/15 8:13,false,1,beethoven's 9th symphony, disease,
691912310,false,finalized,8,3/19/15 6:07,false,1,beethoven's 9th symphony, film,
691912311,false,finalized,8,3/19/15 4:35,false,1,beethoven's 9th symphony, football player,
691912312,false,finalized,8,3/19/15 10:12,false,1,beethoven's 9th symphony, island,
691912313,false,finalized,8,3/19/15 10:32,false,1,beethoven's 9th symphony, location,
691912314,false,finalized,8,3/19/15 4:11,false,1,beethoven's 9th symphony, magazine,
691912315,false,finalized,8,3/19/15 4:35,false,1,beethoven's 9th symphony, military person,
691912316,false,finalized,8,3/19/15 4:32,false,1,beethoven's 9th symphony, monarch,
691912317,false,finalized,8,3/19/15 10:44,false,1,beethoven's 9th symphony, musician,
691912318,false,finalized,8,3/19/15 10:34,false,1,beethoven's 9th symphony, newspaper,
691912319,false,finalized,8,3/19/15 7:40,false,1,beethoven's 9th symphony, organization founder,
691912320,false,finalized,8,3/19/15 4:14,false,1,beethoven's 9th symphony, person,
691912321,false,finalized,8,3/19/15 5:47,false,1,beethoven's 9th symphony, planet,
691912322,false,finalized,8,3/19/15 5:20,false,1,beethoven's 9th symphony, politician,
691912323,false,finalized,8,3/19/15 4:54,false,1,beethoven's 9th symphony, pro athlete,
691912324,false,finalized,8,3/19/15 4:05,false,1,beethoven's 9th symphony, religion,
691912325,false,finalized,8,3/19/15 5:02,false,1,beethoven's 9th symphony, religious leader,
691912326,false,finalized,8,3/19/15 9:17,false,1,beethoven's 9th symphony, river,
691912327,false,finalized,8,3/19/15 4:18,false,1,beethoven's 9th symphony, truck,
691912328,false,finalized,8,3/19/15 5:13,false,1,beethoven's 9th symphony, tv program,
691912329,false,finalized,8,3/19/15 5:48,false,1,beethoven's 9th symphony, vehicle,
691912330,false,finalized,8,3/19/15 5:22,false,1,boeing 737, actor,
691912331,false,finalized,8,3/19/15 8:21,true,0.7511,boeing 737, aircraft,
691912332,false,finalized,8,3/19/15 10:09,false,1,boeing 737, artist,
691912333,false,finalized,8,3/19/15 10:04,false,1,boeing 737, author,
691912334,false,finalized,8,3/19/15 10:13,false,1,boeing 737, basketball player,
691912335,false,finalized,8,3/19/15 8:29,false,1,boeing 737, boat,
691912336,false,finalized,8,3/19/15 8:42,false,1,boeing 737, book,
691912337,false,finalized,8,3/19/15 4:04,false,1,boeing 737, car,
691912338,false,finalized,8,3/19/15 4:50,false,1,boeing 737, city,
691912339,false,finalized,8,3/19/15 6:07,false,1,boeing 737, country,
691912340,false,finalized,8,3/19/15 8:13,false,0.8744,boeing 737, creative work,
691912341,false,finalized,8,3/19/15 11:25,false,1,boeing 737, director,
691912342,false,finalized,8,3/19/15 11:19,false,1,boeing 737, disease,
691912343,false,finalized,8,3/19/15 10:45,false,1,boeing 737, film,
691912344,false,finalized,8,3/19/15 9:38,false,1,boeing 737, football player,
691912345,false,finalized,8,3/19/15 4:52,false,1,boeing 737, island,
691912346,false,finalized,8,3/19/15 10:13,false,1,boeing 737, location,
691912347,false,finalized,8,3/19/15 7:38,false,1,boeing 737, magazine,
691912348,false,finalized,8,3/21/15 2:51,false,1,boeing 737, military person,
691912349,true,golden,463,,false,1,boeing 737, monarch,false
691912350,false,finalized,8,3/19/15 6:39,false,1,boeing 737, musician,
691912351,false,finalized,8,3/19/15 4:03,false,1,boeing 737, newspaper,
691912352,false,finalized,8,3/19/15 4:08,false,1,boeing 737, organization founder,
691912353,false,finalized,8,3/19/15 5:06,false,1,boeing 737, person,
691912354,false,finalized,8,3/19/15 4:08,false,1,boeing 737, planet,
691912355,false,finalized,8,3/19/15 4:04,false,1,boeing 737, politician,
691912356,false,finalized,8,3/19/15 4:10,false,1,boeing 737, pro athlete,
691912357,false,finalized,8,3/19/15 9:38,false,1,boeing 737, religion,
691912358,false,finalized,8,3/19/15 5:04,false,1,boeing 737, religious leader,
691912359,false,finalized,8,3/19/15 9:53,false,1,boeing 737, river,
691912360,false,finalized,8,3/19/15 4:40,false,1,boeing 737, truck,
691912361,false,finalized,8,3/19/15 5:01,false,1,boeing 737, tv program,
691912362,false,finalized,8,3/19/15 4:43,false,0.6256,boeing 737, vehicle,
691912363,false,finalized,8,3/19/15 9:56,false,1,boston, actor,
691912364,false,finalized,8,3/19/15 8:29,false,1,boston, aircraft,
691912365,false,finalized,8,3/19/15 8:26,false,0.8744,boston, artist,
691912366,false,finalized,8,3/19/15 10:25,false,1,boston, author,
691912367,false,finalized,8,3/19/15 5:16,false,1,boston, basketball player,
691912368,false,finalized,8,3/19/15 10:50,false,1,boston, boat,
691912369,false,finalized,8,3/19/15 10:08,false,1,boston, book,
691912370,false,finalized,8,3/19/15 6:07,false,1,boston, car,
691912371,false,finalized,8,3/19/15 5:35,true,0.8747,boston, city,
691912372,false,finalized,8,3/19/15 5:50,false,0.8736,boston, country,
691912373,false,finalized,8,3/19/15 8:46,false,1,boston, creative work,
691912374,false,finalized,8,3/19/15 5:24,false,1,boston, director,
691912375,false,finalized,8,3/19/15 11:28,false,1,boston, disease,
691912376,false,finalized,8,3/19/15 8:07,false,1,boston, film,
691912377,false,finalized,8,3/19/15 3:48,false,1,boston, football player,
691912378,false,finalized,8,3/19/15 8:36,false,1,boston, island,
691912379,false,finalized,8,3/19/15 10:07,true,0.7539,boston, location,
691912380,false,finalized,8,3/19/15 6:57,false,1,boston, magazine,
691912381,false,finalized,8,3/19/15 4:14,false,1,boston, military person,
691912382,false,finalized,8,3/19/15 4:09,false,1,boston, monarch,
691912383,false,finalized,8,3/19/15 11:18,false,0.875,boston, musician,
691912384,false,finalized,8,3/19/15 4:02,false,1,boston, newspaper,
691912385,false,finalized,8,3/19/15 5:28,false,1,boston, organization founder,
691912386,false,finalized,8,3/19/15 5:20,false,1,boston, person,
691912387,false,finalized,8,3/19/15 4:51,false,1,boston, planet,
691912388,false,finalized,8,3/19/15 11:22,false,1,boston, politician,
691912389,false,finalized,8,3/19/15 10:32,false,1,boston, pro athlete,
691912390,false,finalized,8,3/19/15 8:54,false,1,boston, religion,
691912391,false,finalized,8,3/19/15 10:44,false,1,boston, religious leader,
691912392,false,finalized,8,3/19/15 5:48,false,1,boston, river,
691912393,false,finalized,8,3/19/15 4:55,false,1,boston, truck,
691912394,false,finalized,8,3/19/15 4:28,false,1,boston, tv program,
691912395,false,finalized,8,3/19/15 6:01,false,1,boston, vehicle,
691912396,false,finalized,8,3/21/15 0:19,true,0.7511,brad pitt, actor,
691912397,false,finalized,8,3/19/15 5:48,false,1,brad pitt, aircraft,
691912398,false,finalized,8,3/19/15 6:18,false,0.6241,brad pitt, artist,
691912399,false,finalized,8,3/19/15 11:20,false,1,brad pitt, author,
691912400,false,finalized,8,3/19/15 4:09,false,1,brad pitt, basketball player,
691912401,false,finalized,8,3/19/15 8:07,false,1,brad pitt, boat,
691912402,false,finalized,8,3/19/15 4:11,false,1,brad pitt, book,
691912403,false,finalized,8,3/19/15 4:09,false,1,brad pitt, car,
691912404,false,finalized,8,3/19/15 4:18,false,1,brad pitt, city,
691912405,false,finalized,8,3/19/15 5:17,false,1,brad pitt, country,
691912406,false,finalized,8,3/19/15 5:32,false,1,brad pitt, creative work,
691912407,false,finalized,8,3/19/15 10:12,false,1,brad pitt, director,
691912408,false,finalized,8,3/19/15 5:07,false,1,brad pitt, disease,
691912409,false,finalized,8,3/19/15 5:01,false,1,brad pitt, film,
691912410,false,finalized,8,3/19/15 5:53,false,1,brad pitt, football player,
691912411,false,finalized,8,3/19/15 10:44,false,1,brad pitt, island,
691912412,false,finalized,8,3/19/15 5:57,false,1,brad pitt, location,
691912413,false,finalized,8,3/19/15 4:05,false,1,brad pitt, magazine,
691912414,false,finalized,8,3/19/15 11:10,false,1,brad pitt, military person,
691912415,false,finalized,8,3/19/15 8:07,false,1,brad pitt, monarch,
691912416,false,finalized,8,3/19/15 6:39,false,1,brad pitt, musician,
691912417,false,finalized,8,3/19/15 9:56,false,1,brad pitt, newspaper,
691912418,false,finalized,8,3/19/15 6:47,false,1,brad pitt, organization founder,
691912419,false,finalized,8,3/19/15 5:04,true,1,brad pitt, person,
691912420,false,finalized,8,3/19/15 11:21,false,1,brad pitt, planet,
691912421,false,finalized,8,3/19/15 10:50,false,1,brad pitt, politician,
691912422,false,finalized,8,3/19/15 4:01,false,1,brad pitt, pro athlete,
691912423,false,finalized,8,3/19/15 10:25,false,1,brad pitt, religion,
691912424,false,finalized,8,3/19/15 11:24,false,1,brad pitt, religious leader,
691912425,false,finalized,8,3/19/15 5:52,false,1,brad pitt, river,
691912426,false,finalized,8,3/19/15 4:09,false,1,brad pitt, truck,
691912427,false,finalized,8,3/19/15 8:42,false,1,brad pitt, tv program,
691912428,false,finalized,8,3/19/15 11:24,false,1,brad pitt, vehicle,
691912429,false,finalized,8,3/19/15 11:22,false,1,catcher in the rye, actor,
691912430,false,finalized,8,3/19/15 8:23,false,1,catcher in the rye, aircraft,
691912431,false,finalized,8,3/19/15 4:03,false,1,catcher in the rye, artist,
691912432,false,finalized,8,3/19/15 5:15,false,1,catcher in the rye, author,
691912433,false,finalized,8,3/19/15 9:08,false,1,catcher in the rye, basketball player,
691912434,false,finalized,8,3/19/15 8:15,false,1,catcher in the rye, boat,
691912435,false,finalized,8,3/19/15 10:34,true,0.7539,catcher in the rye, book,
691912436,false,finalized,8,3/19/15 4:01,false,1,catcher in the rye, car,
691912437,false,finalized,8,3/19/15 4:06,false,1,catcher in the rye, city,
691912438,false,finalized,8,3/19/15 11:20,false,1,catcher in the rye, country,
691912439,false,finalized,8,3/19/15 4:07,true,0.6242,catcher in the rye, creative work,
691912440,false,finalized,8,3/19/15 5:40,false,1,catcher in the rye, director,
691912441,false,finalized,8,3/19/15 10:13,false,1,catcher in the rye, disease,
691912442,false,finalized,8,3/19/15 5:05,false,0.8744,catcher in the rye, film,
691912443,false,finalized,8,3/19/15 10:00,false,1,catcher in the rye, football player,
691912444,false,finalized,8,3/19/15 10:25,false,1,catcher in the rye, island,
691912445,false,finalized,8,3/19/15 12:56,false,1,catcher in the rye, location,
691912446,false,finalized,8,3/19/15 7:38,false,1,catcher in the rye, magazine,
691912447,false,finalized,8,3/19/15 4:35,false,1,catcher in the rye, military person,
691912448,false,finalized,8,3/19/15 4:23,false,1,catcher in the rye, monarch,
691912449,false,finalized,8,3/19/15 5:01,false,1,catcher in the rye, musician,
691912450,false,finalized,8,3/19/15 10:56,false,1,catcher in the rye, newspaper,
691912451,false,finalized,8,3/19/15 9:02,false,1,catcher in the rye, organization founder,
691912452,false,finalized,8,3/19/15 4:11,false,1,catcher in the rye, person,
691912453,false,finalized,8,3/19/15 3:58,false,1,catcher in the rye, planet,
691912454,false,finalized,8,3/19/15 7:40,false,1,catcher in the rye, politician,
691912455,false,finalized,8,3/19/15 5:01,false,1,catcher in the rye, pro athlete,
691912456,false,finalized,8,3/19/15 9:53,false,1,catcher in the rye, religion,
691912457,false,finalized,8,3/19/15 6:57,false,1,catcher in the rye, religious leader,
691912458,false,finalized,8,3/19/15 5:45,false,1,catcher in the rye, river,
691912459,false,finalized,8,3/19/15 4:30,false,1,catcher in the rye, truck,
691912460,false,finalized,8,3/19/15 4:30,false,1,catcher in the rye, tv program,
691912461,false,finalized,8,3/19/15 9:15,false,1,catcher in the rye, vehicle,
691912462,false,finalized,8,3/19/15 5:07,false,1,chevrolet corsica, actor,
691912463,false,finalized,8,3/19/15 4:02,false,1,chevrolet corsica, aircraft,
691912464,false,finalized,8,3/19/15 3:47,false,1,chevrolet corsica, artist,
691912465,false,finalized,8,3/19/15 4:13,false,1,chevrolet corsica, author,
691912466,false,finalized,8,3/19/15 11:22,false,1,chevrolet corsica, basketball player,
691912467,false,finalized,8,3/20/15 21:37,false,1,chevrolet corsica, boat,
691912468,false,finalized,8,3/19/15 10:26,false,1,chevrolet corsica, book,
691912469,false,finalized,8,3/19/15 4:13,true,1,chevrolet corsica, car,
691912470,false,finalized,8,3/19/15 7:34,false,1,chevrolet corsica, city,
691912471,false,finalized,8,3/19/15 11:24,false,1,chevrolet corsica, country,
691912472,false,finalized,8,3/19/15 8:46,false,1,chevrolet corsica, creative work,
691912473,false,finalized,8,3/19/15 3:55,false,1,chevrolet corsica, director,
691912474,false,finalized,8,3/19/15 4:54,false,1,chevrolet corsica, disease,
691912475,false,finalized,8,3/19/15 11:19,false,1,chevrolet corsica, film,
691912476,false,finalized,8,3/19/15 5:30,false,1,chevrolet corsica, football player,
691912477,false,finalized,8,3/19/15 4:25,false,1,chevrolet corsica, island,
691912478,false,finalized,8,3/19/15 10:14,false,1,chevrolet corsica, location,
691912479,false,finalized,8,3/19/15 6:58,false,1,chevrolet corsica, magazine,
691912480,false,finalized,8,3/19/15 6:04,false,1,chevrolet corsica, military person,
691912481,false,finalized,8,3/19/15 8:29,false,1,chevrolet corsica, monarch,
691912482,false,finalized,8,3/19/15 11:17,false,1,chevrolet corsica, musician,
691912483,false,finalized,8,3/19/15 4:18,false,1,chevrolet corsica, newspaper,
691912484,false,finalized,8,3/19/15 4:51,false,1,chevrolet corsica, organization founder,
691912485,false,finalized,8,3/19/15 4:32,false,1,chevrolet corsica, person,
691912486,false,finalized,8,3/19/15 4:40,false,1,chevrolet corsica, planet,
691912487,false,finalized,8,3/19/15 5:05,false,1,chevrolet corsica, politician,
691912488,false,finalized,8,3/19/15 4:27,false,1,chevrolet corsica, pro athlete,
691912489,false,finalized,8,3/19/15 6:07,false,1,chevrolet corsica, religion,
691912490,false,finalized,8,3/19/15 4:09,false,1,chevrolet corsica, religious leader,
691912491,false,finalized,8,3/19/15 4:55,false,1,chevrolet corsica, river,
691912492,false,finalized,8,3/19/15 4:13,false,1,chevrolet corsica, truck,
691912493,false,finalized,8,3/19/15 11:09,false,1,chevrolet corsica, tv program,
691912494,false,finalized,8,3/19/15 11:09,true,0.7484,chevrolet corsica, vehicle,
691912495,false,finalized,8,3/19/15 9:55,false,1,chevy silverado, actor,
691912496,false,finalized,8,3/19/15 19:43,false,1,chevy silverado, aircraft,
691912497,false,finalized,8,3/19/15 9:56,false,1,chevy silverado, artist,
691912498,false,finalized,8,3/19/15 4:13,false,1,chevy silverado, author,
691912499,false,finalized,8,3/19/15 5:28,false,1,chevy silverado, basketball player,
691912500,false,finalized,8,3/19/15 4:38,false,1,chevy silverado, boat,
691912501,false,finalized,8,3/19/15 11:22,false,1,chevy silverado, book,
691912502,false,finalized,8,3/19/15 4:46,false,0.7489,chevy silverado, car,
691912503,false,finalized,8,3/19/15 6:38,false,1,chevy silverado, city,
